MONAI version: 0.1.0+560.gc89bf24
Python version: 3.7.4 (default, Jul 18 2019, 19:34:02)  [GCC 5.4.0]
Numpy version: 1.18.1
Pytorch version: 1.5.0

Optional dependencies:
Pytorch Ignite version: 0.3.0
Nibabel version: 3.1.0
scikit-image version: 0.14.2
Pillow version: 7.0.0
Tensorboard version: 2.1.0

For details about installing the optional dependencies, please visit:
53/203, train_loss: 0.6001
54/203, train_loss: 0.4548
55/203, train_loss: 1.4510
56/203, train_loss: 0.7442
57/203, train_loss: 0.6927
58/203, train_loss: 0.8205
59/203, train_loss: 0.5385
60/203, train_loss: 0.6017
61/203, train_loss: 0.5837
62/203, train_loss: 1.1497
63/203, train_loss: 1.2339
64/203, train_loss: 0.8735
65/203, train_loss: 1.0780
66/203, train_loss: 0.5462
67/203, train_loss: 0.4545
68/203, train_loss: 0.6223
69/203, train_loss: 2.2370
70/203, train_loss: 0.9842
71/203, train_loss: 0.4431
72/203, train_loss: 2.9559
73/203, train_loss: 2.1893
74/203, train_loss: 0.5528
75/203, train_loss: 0.5990
76/203, train_loss: 1.8959
77/203, train_loss: 2.3894
78/203, train_loss: 1.2565
79/203, train_loss: 0.5899
80/203, train_loss: 1.3554
81/203, train_loss: 0.5381
82/203, train_loss: 2.2259
83/203, train_loss: 2.6043
84/203, train_loss: 2.2335
85/203, train_loss: 0.3671
86/203, train_loss: 0.4613
87/203, train_loss: 0.8396
88/203, train_loss: 8.0510
89/203, train_loss: 0.2540
90/203, train_loss: 4.4400
91/203, train_loss: 1.0401
92/203, train_loss: 0.8682
93/203, train_loss: 15.3421
94/203, train_loss: 19.0425
95/203, train_loss: 0.7439
96/203, train_loss: 0.1094
97/203, train_loss: 10.1033
98/203, train_loss: 0.5019
99/203, train_loss: 1.7337
100/203, train_loss: 4.8100
101/203, train_loss: 4.1507
102/203, train_loss: 1.8268
103/203, train_loss: 0.3583
104/203, train_loss: 0.7578
105/203, train_loss: 5.9626
106/203, train_loss: 4.6969
107/203, train_loss: 7.3558
108/203, train_loss: 0.6775
109/203, train_loss: 7.9966
110/203, train_loss: 0.4378
111/203, train_loss: 0.5279
112/203, train_loss: 1.0036
113/203, train_loss: 0.4255
114/203, train_loss: 0.1511
115/203, train_loss: 2.8242
116/203, train_loss: 5.3401
117/203, train_loss: 1.0770
118/203, train_loss: 1.7362
119/203, train_loss: 5.4911
120/203, train_loss: 0.5605
121/203, train_loss: 7.6452
122/203, train_loss: 5.9830
123/203, train_loss: 2.4454
124/203, train_loss: 0.6381
125/203, train_loss: 8.7447
126/203, train_loss: 0.7662
127/203, train_loss: 0.2301
128/203, train_loss: 1.9257
129/203, train_loss: 7.7804
130/203, train_loss: 5.7053
131/203, train_loss: 6.4357
132/203, train_loss: 0.5381
133/203, train_loss: 1.1880
134/203, train_loss: 1.0617
135/203, train_loss: 0.5077
136/203, train_loss: 3.6098
137/203, train_loss: 2.2736
138/203, train_loss: 2.9522
139/203, train_loss: 1.5716
140/203, train_loss: 0.4234
141/203, train_loss: 0.7102
142/203, train_loss: 0.7267
143/203, train_loss: 0.4589
144/203, train_loss: 0.5913
145/203, train_loss: 6.8653
146/203, train_loss: 0.6141
147/203, train_loss: 1.3670
148/203, train_loss: 0.6493
149/203, train_loss: 6.4210
150/203, train_loss: 9.6519
151/203, train_loss: 0.5588
152/203, train_loss: 1.5976
153/203, train_loss: 0.4857
154/203, train_loss: 11.4409
155/203, train_loss: 0.3813
156/203, train_loss: 2.0739
157/203, train_loss: 1.0154
158/203, train_loss: 0.8154
159/203, train_loss: 18.0613
160/203, train_loss: 15.3737
161/203, train_loss: 0.3609
162/203, train_loss: 2.6564
163/203, train_loss: 2.7015
164/203, train_loss: 0.2632
165/203, train_loss: 4.6839
166/203, train_loss: 1.8495
167/203, train_loss: 0.4568
168/203, train_loss: 0.4381
169/203, train_loss: 0.2219
170/203, train_loss: 3.2065
171/203, train_loss: 3.6188
172/203, train_loss: 0.7198
173/203, train_loss: 3.5347
174/203, train_loss: 0.6172
175/203, train_loss: 3.4787
176/203, train_loss: 0.3953
177/203, train_loss: 2.9434
178/203, train_loss: 3.8547
179/203, train_loss: 2.7117
180/203, train_loss: 0.9868
181/203, train_loss: 0.7058
182/203, train_loss: 2.3746
183/203, train_loss: 0.7223
184/203, train_loss: 0.5391
185/203, train_loss: 1.1312
186/203, train_loss: 3.2936
187/203, train_loss: 2.2650
188/203, train_loss: 0.5740
189/203, train_loss: 0.4788
190/203, train_loss: 4.9019
191/203, train_loss: 2.7597
192/203, train_loss: 1.4369
193/203, train_loss: 1.3955
194/203, train_loss: 0.4986
195/203, train_loss: 0.4876
196/203, train_loss: 0.5536
197/203, train_loss: 11.6985
198/203, train_loss: 0.5311
199/203, train_loss: 4.3202
200/203, train_loss: 0.4595
201/203, train_loss: 2.6338
202/203, train_loss: 2.2789
203/203, train_loss: 1.3102
epoch 2 average loss: 2.1136
current epoch: 2 current accuracy: 0.4850 best accuracy: 0.5150 at epoch 1
----------
epoch 3/300
1/203, train_loss: 0.4696
2/203, train_loss: 4.1547
3/203, train_loss: 0.5055
4/203, train_loss: 1.7462
5/203, train_loss: 0.5135
6/203, train_loss: 0.6719
7/203, train_loss: 0.3569
8/203, train_loss: 0.2214
9/203, train_loss: 14.1112
10/203, train_loss: 9.7248
11/203, train_loss: 1.2578
12/203, train_loss: 1.1921
13/203, train_loss: 15.1224
14/203, train_loss: 11.2326
15/203, train_loss: 1.0448
16/203, train_loss: 10.1241
17/203, train_loss: 6.1205
18/203, train_loss: 0.3915
19/203, train_loss: 13.2056
20/203, train_loss: 1.3940
21/203, train_loss: 2.8983
22/203, train_loss: 2.3903
23/203, train_loss: 2.1867
24/203, train_loss: 2.4613
25/203, train_loss: 1.9227
26/203, train_loss: 1.7367
27/203, train_loss: 1.5810
28/203, train_loss: 1.7296
29/203, train_loss: 1.5398
30/203, train_loss: 0.0590
31/203, train_loss: 3.2196
32/203, train_loss: 1.0755
33/203, train_loss: 0.6592
34/203, train_loss: 1.1837
35/203, train_loss: 1.5937
36/203, train_loss: 0.9348
37/203, train_loss: 0.9073
38/203, train_loss: 0.6805
39/203, train_loss: 1.5088
40/203, train_loss: 1.2787
41/203, train_loss: 1.9744
42/203, train_loss: 1.6083
43/203, train_loss: 0.7794
44/203, train_loss: 0.6534
45/203, train_loss: 0.5930
46/203, train_loss: 0.6124
47/203, train_loss: 1.9388
48/203, train_loss: 0.5085
49/203, train_loss: 0.4274
50/203, train_loss: 0.8423
51/203, train_loss: 0.9050
52/203, train_loss: 0.5965
53/203, train_loss: 1.2879
54/203, train_loss: 0.4851
55/203, train_loss: 0.5335
56/203, train_loss: 0.9515
57/203, train_loss: 0.6552
58/203, train_loss: 0.5516
59/203, train_loss: 0.6551
60/203, train_loss: 2.5641
61/203, train_loss: 1.7226
62/203, train_loss: 0.7142
63/203, train_loss: 1.1513
64/203, train_loss: 0.4913
65/203, train_loss: 0.6907
66/203, train_loss: 0.7113
67/203, train_loss: 0.5795
68/203, train_loss: 0.7328
69/203, train_loss: 1.1186
70/203, train_loss: 0.5215
71/203, train_loss: 0.8872
72/203, train_loss: 0.9646
73/203, train_loss: 0.6748
74/203, train_loss: 0.7256
75/203, train_loss: 1.0254
76/203, train_loss: 1.0073
77/203, train_loss: 0.6420
78/203, train_loss: 0.7534
79/203, train_loss: 0.7318
80/203, train_loss: 0.7510
81/203, train_loss: 0.6124
82/203, train_loss: 0.7249
83/203, train_loss: 0.6116
84/203, train_loss: 0.7772
85/203, train_loss: 0.9356
86/203, train_loss: 0.7821
87/203, train_loss: 0.7363
88/203, train_loss: 0.7210
89/203, train_loss: 1.0536
90/203, train_loss: 0.5693
91/203, train_loss: 0.8648
92/203, train_loss: 1.2135
93/203, train_loss: 0.4721
94/203, train_loss: 0.5881
95/203, train_loss: 0.5526
96/203, train_loss: 0.9294
97/203, train_loss: 0.5459
98/203, train_loss: 1.1548
99/203, train_loss: 1.2545
100/203, train_loss: 0.7455
101/203, train_loss: 0.4922
102/203, train_loss: 1.8131
103/203, train_loss: 0.6032
104/203, train_loss: 1.1815
105/203, train_loss: 0.7846
106/203, train_loss: 0.5954
107/203, train_loss: 1.4733
108/203, train_loss: 1.1803
109/203, train_loss: 0.5769
110/203, train_loss: 0.6041
111/203, train_loss: 2.4550
112/203, train_loss: 0.5264
113/203, train_loss: 1.3489
114/203, train_loss: 1.4783
115/203, train_loss: 0.7201
116/203, train_loss: 0.5818
117/203, train_loss: 0.9255
118/203, train_loss: 0.6964
119/203, train_loss: 0.7247
120/203, train_loss: 0.5273
121/203, train_loss: 2.0064
122/203, train_loss: 0.5224
123/203, train_loss: 0.8701
124/203, train_loss: 0.5064
125/203, train_loss: 10.8580
126/203, train_loss: 0.5912
127/203, train_loss: 0.9551
128/203, train_loss: 2.1894
129/203, train_loss: 2.2887
130/203, train_loss: 0.6949
131/203, train_loss: 1.1026
132/203, train_loss: 0.6864
133/203, train_loss: 0.4923
134/203, train_loss: 1.5983
135/203, train_loss: 0.4676
136/203, train_loss: 0.7267
137/203, train_loss: 0.4810
138/203, train_loss: 1.3262
139/203, train_loss: 0.5991
140/203, train_loss: 5.1430
141/203, train_loss: 4.3087
142/203, train_loss: 2.3584
143/203, train_loss: 1.3942
144/203, train_loss: 0.5698
145/203, train_loss: 1.5675
146/203, train_loss: 0.9955
147/203, train_loss: 0.4547
148/203, train_loss: 1.0570
149/203, train_loss: 0.6260
150/203, train_loss: 3.6417
151/203, train_loss: 3.1596
152/203, train_loss: 1.7079
153/203, train_loss: 1.3561
154/203, train_loss: 0.5175
155/203, train_loss: 4.3727
156/203, train_loss: 2.1843
157/203, train_loss: 0.8271
158/203, train_loss: 1.2316
159/203, train_loss: 0.7515
160/203, train_loss: 0.3744
161/203, train_loss: 0.8093
162/203, train_loss: 0.6214
163/203, train_loss: 0.8829
164/203, train_loss: 0.6077
165/203, train_loss: 25.4283
166/203, train_loss: 1.3962
167/203, train_loss: 23.8052
168/203, train_loss: 0.9996
169/203, train_loss: 40.6583
170/203, train_loss: 0.5374
171/203, train_loss: 5.3221
172/203, train_loss: 10.1486
173/203, train_loss: 6.6359
174/203, train_loss: 0.7448
175/203, train_loss: 0.5353
176/203, train_loss: 1.0948
177/203, train_loss: 34.2237
178/203, train_loss: 0.3754
179/203, train_loss: 0.7424
180/203, train_loss: 0.6850
181/203, train_loss: 0.3839
182/203, train_loss: 8.3251
183/203, train_loss: 0.7253
184/203, train_loss: 33.7738
185/203, train_loss: 0.8172
186/203, train_loss: 0.9654
187/203, train_loss: 0.7307
188/203, train_loss: 25.0176
189/203, train_loss: 2.5432
190/203, train_loss: 4.8789
191/203, train_loss: 0.5541
192/203, train_loss: 0.7555
193/203, train_loss: 16.8456
194/203, train_loss: 3.3163
195/203, train_loss: 2.1473
196/203, train_loss: 0.7040
197/203, train_loss: 2.7787
198/203, train_loss: 5.2856
199/203, train_loss: 2.0489
200/203, train_loss: 25.4310
201/203, train_loss: 0.0564
202/203, train_loss: 0.3749
203/203, train_loss: 3.1948
epoch 3 average loss: 2.7657
saved new best metric model
current epoch: 3 current accuracy: 0.5250 best accuracy: 0.5250 at epoch 3
----------
epoch 4/300
1/203, train_loss: 0.5686
2/203, train_loss: 22.9560
3/203, train_loss: 1.7498
4/203, train_loss: 1.3183
5/203, train_loss: 15.1699
6/203, train_loss: 8.0519
7/203, train_loss: 1.7213
8/203, train_loss: 0.6270
9/203, train_loss: 6.1115
10/203, train_loss: 4.0104
11/203, train_loss: 6.8059
12/203, train_loss: 6.4436
13/203, train_loss: 0.4590
14/203, train_loss: 3.4392
15/203, train_loss: 5.9555
16/203, train_loss: 4.9262
17/203, train_loss: 1.5948
18/203, train_loss: 2.3624
19/203, train_loss: 0.0438
20/203, train_loss: 16.6608
21/203, train_loss: 0.6336
22/203, train_loss: 4.5147
23/203, train_loss: 0.4674
24/203, train_loss: 0.9814
25/203, train_loss: 0.6586
26/203, train_loss: 8.6258
27/203, train_loss: 21.0352
28/203, train_loss: 1.4894
29/203, train_loss: 0.0640
30/203, train_loss: 25.8694
31/203, train_loss: 19.0466
32/203, train_loss: 0.0772
33/203, train_loss: 1.8776
34/203, train_loss: 20.0252
35/203, train_loss: 3.9087
36/203, train_loss: 1.5252
37/203, train_loss: 0.0399
38/203, train_loss: 2.8839
39/203, train_loss: 1.1254
40/203, train_loss: 92.5383
41/203, train_loss: 1.1866
42/203, train_loss: 53.6871
43/203, train_loss: 4.7935
44/203, train_loss: 22.8615
45/203, train_loss: 16.3973
46/203, train_loss: 2.1574
47/203, train_loss: 22.6436
48/203, train_loss: 0.3121
49/203, train_loss: 20.1160
50/203, train_loss: 11.7665
51/203, train_loss: 5.0791
52/203, train_loss: 18.6922
53/203, train_loss: 7.4631
54/203, train_loss: 46.0589
55/203, train_loss: 0.0043
56/203, train_loss: 75.2840
57/203, train_loss: 15.0378
58/203, train_loss: 2.9070
59/203, train_loss: 0.0823
60/203, train_loss: 2.0968
61/203, train_loss: 6.9501
62/203, train_loss: 0.7278
63/203, train_loss: 0.0001
64/203, train_loss: 36.7889
65/203, train_loss: 29.8009
66/203, train_loss: 4.3317
67/203, train_loss: 78.1616
68/203, train_loss: 4.3941
69/203, train_loss: 2.6069
70/203, train_loss: 7.7349
71/203, train_loss: 110.1284
72/203, train_loss: 0.0000
73/203, train_loss: 23.2332
74/203, train_loss: 38.3012
75/203, train_loss: 18.0389
76/203, train_loss: 0.1960
77/203, train_loss: 10.9628
78/203, train_loss: 8.8146
79/203, train_loss: 73.8213
80/203, train_loss: 5.3481
81/203, train_loss: 0.0000
82/203, train_loss: 3.9314
83/203, train_loss: 5.6126
84/203, train_loss: 9.7984
85/203, train_loss: 23.9261
86/203, train_loss: 19.9660
87/203, train_loss: 4.1751
88/203, train_loss: 2.3503
89/203, train_loss: 14.0065
90/203, train_loss: 20.6727
91/203, train_loss: 13.7054
92/203, train_loss: 62.1654
93/203, train_loss: 6.6748
94/203, train_loss: 21.6336
95/203, train_loss: 7.9179
96/203, train_loss: 4.9879
97/203, train_loss: 5.9112
98/203, train_loss: 6.6445
99/203, train_loss: 4.8239
100/203, train_loss: 115.9281
101/203, train_loss: 69.0559
102/203, train_loss: 4.1386
103/203, train_loss: 12.2324
104/203, train_loss: 5.8796
105/203, train_loss: 42.6628
106/203, train_loss: 22.3544
107/203, train_loss: 18.3855
108/203, train_loss: 7.3846
109/203, train_loss: 7.6241
110/203, train_loss: 1.5263
111/203, train_loss: 14.7106
112/203, train_loss: 4.5464
113/203, train_loss: 0.1924
114/203, train_loss: 5.2178
115/203, train_loss: 6.4414
116/203, train_loss: 24.6637
117/203, train_loss: 0.0002
118/203, train_loss: 1.6686
119/203, train_loss: 14.1146
120/203, train_loss: 11.1374
121/203, train_loss: 53.5686
122/203, train_loss: 20.8960
123/203, train_loss: 2.7535
124/203, train_loss: 25.1597
125/203, train_loss: 9.6225
126/203, train_loss: 21.7296
127/203, train_loss: 24.9544
128/203, train_loss: 8.5267
129/203, train_loss: 3.6536
130/203, train_loss: 8.1109
131/203, train_loss: 25.7757
132/203, train_loss: 21.3420
133/203, train_loss: 0.8262
134/203, train_loss: 66.1532
135/203, train_loss: 2.6279
136/203, train_loss: 32.8948
137/203, train_loss: 59.0474
138/203, train_loss: 2.1216
139/203, train_loss: 7.5058
140/203, train_loss: 70.0097
141/203, train_loss: 2.6112
142/203, train_loss: 66.1645
143/203, train_loss: 44.3741
144/203, train_loss: 5.7173
145/203, train_loss: 13.8851
146/203, train_loss: 6.6584
147/203, train_loss: 0.5573
148/203, train_loss: 0.0226
149/203, train_loss: 3.8310
150/203, train_loss: 7.6486
151/203, train_loss: 3.3695
152/203, train_loss: 0.8981
153/203, train_loss: 11.0812
154/203, train_loss: 8.4139
155/203, train_loss: 12.1828
156/203, train_loss: 0.0407
157/203, train_loss: 3.7793
158/203, train_loss: 2.5501
159/203, train_loss: 2.9921
160/203, train_loss: 0.0034
161/203, train_loss: 97.3090
162/203, train_loss: 2.2618
163/203, train_loss: 0.1548
164/203, train_loss: 5.4392
165/203, train_loss: 29.9497
166/203, train_loss: 6.3267
167/203, train_loss: 7.4217
168/203, train_loss: 3.5600
169/203, train_loss: 12.1124
170/203, train_loss: 0.0000
171/203, train_loss: 24.3050
172/203, train_loss: 17.3710
173/203, train_loss: 0.0005
174/203, train_loss: 12.7399
175/203, train_loss: 0.7010
176/203, train_loss: 6.2237
177/203, train_loss: 0.8745
178/203, train_loss: 16.4915
179/203, train_loss: 18.1910
180/203, train_loss: 1.0043
181/203, train_loss: 0.1997
182/203, train_loss: 17.7014
183/203, train_loss: 3.4883
184/203, train_loss: 3.8142
185/203, train_loss: 3.3657
186/203, train_loss: 17.8764
187/203, train_loss: 13.5513
188/203, train_loss: 1.6858
189/203, train_loss: 0.8767
190/203, train_loss: 10.6742
191/203, train_loss: 7.8629
192/203, train_loss: 9.2075
193/203, train_loss: 5.4731
194/203, train_loss: 20.4242
195/203, train_loss: 20.4270
196/203, train_loss: 11.8998
197/203, train_loss: 6.2091
198/203, train_loss: 9.8120
199/203, train_loss: 20.5570
200/203, train_loss: 6.9407
201/203, train_loss: 10.6686
202/203, train_loss: 5.6038
203/203, train_loss: 9.1217
epoch 4 average loss: 14.1874
saved new best metric model
current epoch: 4 current accuracy: 0.5400 best accuracy: 0.5400 at epoch 4
----------
epoch 5/300
1/203, train_loss: 3.6109
2/203, train_loss: 3.5935
3/203, train_loss: 22.5045
4/203, train_loss: 14.0081
5/203, train_loss: 3.0419
6/203, train_loss: 3.3240
7/203, train_loss: 4.5401
8/203, train_loss: 41.8397
9/203, train_loss: 27.2299
10/203, train_loss: 17.2026
11/203, train_loss: 1.4715
12/203, train_loss: 5.3439
13/203, train_loss: 2.2879
14/203, train_loss: 0.8779
15/203, train_loss: 0.7402
16/203, train_loss: 0.7719
17/203, train_loss: 48.1360
18/203, train_loss: 35.5986
19/203, train_loss: 13.5202
20/203, train_loss: 2.7063
21/203, train_loss: 38.1237
22/203, train_loss: 0.3958
23/203, train_loss: 4.6789
24/203, train_loss: 28.0029
25/203, train_loss: 12.0289
26/203, train_loss: 9.9079
27/203, train_loss: 2.7373
28/203, train_loss: 20.2871
29/203, train_loss: 6.7281
30/203, train_loss: 2.8516
31/203, train_loss: 3.2527
32/203, train_loss: 0.0112
33/203, train_loss: 24.8395
34/203, train_loss: 0.5983
35/203, train_loss: 11.2863
36/203, train_loss: 7.6886
37/203, train_loss: 1.8109
38/203, train_loss: 5.5217
39/203, train_loss: 2.4827
40/203, train_loss: 0.3047
41/203, train_loss: 0.3996
42/203, train_loss: 22.3879
43/203, train_loss: 16.9052
44/203, train_loss: 0.0005
45/203, train_loss: 2.3674
46/203, train_loss: 54.3067
47/203, train_loss: 5.0002
48/203, train_loss: 26.6365
49/203, train_loss: 7.7964
50/203, train_loss: 12.8695
51/203, train_loss: 13.5655
52/203, train_loss: 54.5682
53/203, train_loss: 28.9752
54/203, train_loss: 32.9286
55/203, train_loss: 0.0000
56/203, train_loss: 6.3278
57/203, train_loss: 83.1866
58/203, train_loss: 13.5199
59/203, train_loss: 9.3193
60/203, train_loss: 34.5570
61/203, train_loss: 1.1907
62/203, train_loss: 25.5727
